question,document
When is Ω-cmil/ft more convenient than Ω-meter or Ω-centimeter for calculating wire resistance?,dc12_sec05_002
Why was 2/0 copper wire selected instead of 1/0 wire for the 2300-foot circuit?,dc12_sec05_002
Why could 14-gauge wire safely carry the current but still be a poor choice for this circuit?,dc12_sec05_002
How did the resistance of the 14-gauge wire affect the circuit’s maximum current from a 230-volt source?,dc12_sec05_002
How do I calculate the cross-sectional area of the aluminum busbar in this example?,dc12_sec05_003
"What formula is used to find a conductor’s resistance from its specific resistance, length, and area?",dc12_sec05_003
Why does increasing a conductor’s cross-sectional area lower its resistance?,dc12_sec05_003
What specific resistance value is given for aluminum in ohm-centimeters?,dc12_sec05_003
Why should wire resistance be calculated before choosing a wire size when voltage drop matters?,dc12_sec05_003
"What does the temperature coefficient of resistance, α, represent?",dc12_sec06_001
"How does heating affect the resistance of pure metals compared with carbon, silicon, and germanium?",dc12_sec06_001
Why are metal alloys with nearly zero temperature coefficients useful for precision resistors?,dc12_sec06_001
What happened to the load voltage and wire voltage drop when the copper wires warmed from 20°C to 35°C?,dc12_sec06_001
Why must power companies account for temperature-related resistance changes in long transmission lines?,dc12_sec06_001
Why are specific-resistance values usually given at a standard temperature?,dc12_sec06_002
"What does the temperature coefficient of resistance, α, describe?",dc12_sec06_002
What happens to a pure metal’s resistance as its temperature rises?,dc12_sec06_002
How does a negative temperature coefficient affect resistance when temperature increases?,dc12_sec06_002
Which materials commonly have negative temperature coefficients of resistance?,dc12_sec06_002
What happens to a conductor’s electrical resistance when it becomes superconducting?,dc12_sec07_001
"Who discovered superconductivity, and how was it first observed in mercury?",dc12_sec07_001
"What are Cooper pairs, and how might they explain superconductivity?",dc12_sec07_001
What practical benefits could superconducting circuits and motors provide?,dc12_sec07_001
How do temperature and magnetic fields affect a material’s ability to remain superconducting?,dc12_sec07_001
Why can’t a superconducting wire carry unlimited current even though it has no resistance?,dc12_sec07_002
How does the Meissner effect demonstrate superconductivity in classroom kits?,dc12_sec07_002
Can a superconducting ring keep current flowing without a voltage applied?,dc12_sec07_002
Why is a superconducting circuit considered energy storage rather than a source of free energy?,dc12_sec07_002
"What is a Josephson junction, and how could it be used in computer circuits?",dc12_sec07_002
What happens to an insulator when the applied voltage rises above its threshold?,dc12_sec08_001
How does current through an insulator differ from current through a conductor as voltage increases?,dc12_sec08_001
"What does breakdown voltage, or dielectric strength, mean?",dc12_sec08_001
How does the thickness of an insulating material affect the voltage it can withstand?,dc12_sec08_001
What units are commonly used to specify an insulator’s dielectric strength?,dc12_sec08_001
What kind of resistance data is provided for elemental materials?,dc12_sec09_001
Are the materials in the resistance tables alloys or pure elements?,dc12_sec09_001
Which reference was used for the specific resistance and temperature coefficient tables?,dc12_sec09_001
What information does the superconductor table contain?,dc12_sec09_001
Which publication supplied the superconductor critical-temperature data?,dc12_sec09_001
Who contributed to the Physics of Conductors and Insulators chapter?,dc12_sec10_001
What did Aaron Forster contribute to the chapter?,dc12_sec10_001
When did Aaron Forster correct the typographical error?,dc12_sec10_001
What work did Jason Starck complete for the second edition?,dc12_sec10_001
"Who holds the copyright for Lessons In Electric Circuits, and under what license?",dc12_sec10_001
What happens in the space between two conductors when a voltage exists between them?,dc13_sec01_001
How is an electric field different from electric current in terms of where it can exist?,dc13_sec01_001
What everyday example does the chapter use to make the idea of fields easier to understand?,dc13_sec01_001
"What are the two ways a field is measured, and what does each one describe?",dc13_sec01_001
How does the insulating material between conductors affect electric field flux?,dc13_sec01_001
How can a capacitor collect extra electrons even when there isn’t a complete circuit path for current to flow?,dc13_sec01_002
What is the basic physical construction shared by different types of capacitors?,dc13_sec01_002
What does the standard capacitor symbol represent in a circuit diagram?,dc13_sec01_002
What happens to the electrons on each plate when a voltage is applied across a capacitor?,dc13_sec01_002
Why do capacitors oppose sudden changes in the voltage across them?,dc13_sec01_002
Why does a capacitor resist sudden changes in voltage?,dc13_sec01_003
What happens to current when a capacitor is charging or discharging?,dc13_sec01_003
Why do real capacitors eventually lose their stored charge?,dc13_sec01_003
What happens when an uncharged capacitor is connected to a voltage source?,dc13_sec01_003
How does the dielectric material affect a capacitor’s ability to store charge?,dc13_sec01_003
What does capacitance tell you about a capacitor’s ability to store energy?,dc13_sec01_004
What unit is used to measure capacitance?,dc13_sec01_004
How does a capacitor respond when the voltage across it increases?,dc13_sec01_004
What happens when a capacitor’s voltage decreases?,dc13_sec01_004
What older name might you see for a capacitor in older electronics materials?,dc13_sec01_004
How are a capacitor’s instantaneous current and changing voltage related?,dc13_sec02_001
What does the notation dv/dt mean in a capacitor circuit?,dc13_sec02_001
Why does a capacitor draw no current when its voltage stays constant?,dc13_sec02_001
How does a capacitor differ from a resistor regarding the importance of time?,dc13_sec02_001
What happens to the capacitor voltage when the potentiometer wiper is moved upward slowly?,dc13_sec02_001
How does a capacitor’s current change when the voltage across it rises faster?,dc13_sec02_002
What does a steady voltage increase do to the capacitor’s current and charge buildup?,dc13_sec02_002
How is capacitor current related to the time derivative of its voltage?,dc13_sec02_002
What happens to capacitor current when the potentiometer wiper stops moving?,dc13_sec02_002
What do steep and gentle slopes on a capacitor-voltage graph indicate about current?,dc13_sec02_002
What happens to the capacitor when its voltage is lowered by moving the potentiometer wiper down?,dc13_sec02_003
Why does the capacitor’s current reverse direction when its voltage decreases?,dc13_sec02_003
How does a discharging capacitor act like a battery in the circuit?,dc13_sec02_003
"For the same rate of voltage change, how do increasing and decreasing voltage compare in current magnitude?",dc13_sec02_003
What does a negative value of dv/dt indicate in the capacitor equation i = C(dv/dt)?,dc13_sec02_003
What three physical features determine how much capacitance a capacitor has?,dc13_sec03_001
How does increasing the plate area affect a capacitor’s capacitance?,dc13_sec03_001
Why does bringing the capacitor plates closer together increase capacitance?,dc13_sec03_001
What does a dielectric material’s relative permittivity indicate?,dc13_sec03_001
How does a variable capacitor change its value when its shaft is rotated?,dc13_sec03_001
What happens to the total capacitance when capacitors are connected in series?,dc13_sec04_001
How do you find the combined capacitance of capacitors connected in parallel?,dc13_sec04_001
Why is a series capacitor combination equivalent to increased plate spacing?,dc13_sec04_001
Why does adding capacitors in parallel increase the total capacitance?,dc13_sec04_001
How do capacitor combinations behave opposite to resistor combinations?,dc13_sec04_001
What can happen if a capacitor is exposed to more voltage than it is designed to handle?,dc13_sec05_001
Why do electrolytic capacitors need to be connected with the correct polarity?,dc13_sec05_001
How can a real capacitor be modeled differently from an ideal one?,dc13_sec05_001
Why does making a capacitor’s dielectric thicker usually reduce its capacitance?,dc13_sec05_001
"How do the 2 µF, 2000-volt capacitor and the 20,000 µF, 35-volt capacitor illustrate the trade-off between capacitance and voltage rating?",dc13_sec05_001
Which types of capacitors need to be connected with the correct polarity?,dc13_sec05_002
How can you tell which lead is negative on an electrolytic capacitor?,dc13_sec05_002
"Why can ceramic, mylar, plastic film, and air capacitors be installed either way around?",dc13_sec05_002
"What are tantalum capacitors, and why are they useful when space is limited?",dc13_sec05_002
"How are capacitors identified on a circuit board, including surface-mount boards?",dc13_sec05_002
How are the capacitor chapter’s contributors organized in the list?,dc13_sec06_001
"Who supplied the capacitor-type photographs, and when did they contribute?",dc13_sec06_001
What work did Jason Starck do for the second edition?,dc13_sec06_001
Where can I find contributor dates and contact details?,dc13_sec06_001
"Who holds the copyright for Lessons In Electric Circuits, and under what license is it released?",dc13_sec06_001
"What is lodestone, and how was it used for navigation?",dc14_sec01_001
Why can’t a magnet’s north or south pole be separated by cutting it in half?,dc14_sec01_001
How do like and unlike magnetic poles interact?,dc14_sec01_001
What do iron filings show when they are placed around a magnet?,dc14_sec01_001
"According to modern theory, what produces the magnetic field of a permanent magnet?",dc14_sec01_001
Why does an unmagnetized piece of iron get pulled toward a permanent magnet regardless of which pole is nearby?,dc14_sec01_002
What does it mean for a material to be ferromagnetic?,dc14_sec01_002
How are paramagnetic and diamagnetic materials different?,dc14_sec01_002
Why are diamagnetic materials pushed away by an external magnetic field?,dc14_sec01_002
"What is retentivity, and why is it important for making a permanent magnet?",dc14_sec01_002
What did Oersted discover when he ran current through a wire near a compass?,dc14_sec02_001
How does the left-hand rule show the direction of the magnetic field around a wire?,dc14_sec02_001
Why does coiling a wire produce a stronger magnetic field than using a straight wire?,dc14_sec02_001
What does magnetomotive force depend on in a coil?,dc14_sec02_001
How can an electromagnet be used to make a relay open or close a switch?,dc14_sec02_001
How can a relay be designed to control several switch contacts?,dc14_sec02_002
What happens to a reverse relay’s contacts when its coil is powered or unpowered?,dc14_sec02_002
What kind of magnetic field forms around a wire carrying electron current?,dc14_sec02_002
How does coiling a wire affect the strength and direction of its magnetic field?,dc14_sec02_002
What two factors determine the magnetomotive force of an electromagnet?,dc14_sec02_002
What magnetic quantity is comparable to voltage in an electrical circuit?,dc14_sec03_001
How do field intensity and flux density differ?,dc14_sec03_001
What does reluctance represent in a magnetic circuit?,dc14_sec03_001
"What are the cgs, mks, rmks, and SI measurement systems?",dc14_sec03_001
How is permeability related to a material’s ability to carry magnetic flux?,dc14_sec03_001
"How is the magnetic-circuit relationship between field force, flux, and reluctance similar to Ohm’s law?",dc14_sec03_002
How does permeability relate to reluctance and electrical resistance?,dc14_sec03_002
What effect does the length of a magnetic material have on its opposition to magnetic flux?,dc14_sec03_002
Why does increasing a material’s cross-sectional area reduce its reluctance?,dc14_sec03_002
Why is the magnetic version of Ohm’s law nonlinear and harder to use than the electrical version?,dc14_sec03_002
What do the horizontal and vertical axes represent on a normal magnetization curve?,dc14_sec04_001
Why does a ferromagnetic material eventually become saturated as field intensity increases?,dc14_sec04_001
Do air-core electromagnets experience magnetic saturation?,dc14_sec04_001
What does magnetic hysteresis mean in a ferromagnetic material?,dc14_sec04_001
What happens to a material’s magnetization after the current in an electromagnet’s coil is turned off?,dc14_sec04_001
What happens to the magnetic flux when current is removed from the electromagnet coil?,dc14_sec04_002
Why does reversing the magnetic field produce flux in the opposite direction?,dc14_sec04_002
How is a hysteresis curve formed for a ferromagnetic material?,dc14_sec04_002
Why can hysteresis cause problems in AC electromagnets and precise magnetic systems?,dc14_sec04_002
How is magnetic hysteresis useful for data storage and reducing high-frequency noise?,dc14_sec04_002
What does permeability describe in a magnetic material?,dc14_sec04_003
What kind of graph shows the relationship between field intensity and flux density?,dc14_sec04_003
What happens when a ferromagnetic material cannot accept any more magnetic flux?,dc14_sec04_003
How can retentivity affect the remagnetization of a ferromagnetic substance?,dc14_sec04_003
What is the name of the condition caused by resistance to magnetizing a material in the opposite direction?,dc14_sec04_003
What conditions are needed for a changing magnetic field to produce voltage in a wire?,dc14_sec05_001
How does moving a permanent magnet near a coil generate an electrical voltage?,dc14_sec05_001
What do the symbols in Faraday’s equation e = N(dΦ/dt) represent?,dc14_sec05_001
Why does a coil with more turns produce a greater induced voltage?,dc14_sec05_001
"How does a changing current create self-induction, and what component uses this effect?",dc14_sec05_001
What does mutual inductance mean in a pair of nearby coils?,dc14_sec06_001
How does a transformer create mutual inductance between its coils?,dc14_sec06_001
Why can’t steady DC normally produce mutual induction?,dc14_sec06_001
How does the number of turns affect a transformer’s output voltage and current?,dc14_sec06_001
What is the difference between a step-up transformer and a step-down transformer?,dc14_sec06_001
"Who contributed to the Magnetism and Electromagnetism chapter, and when?",dc14_sec07_001
How are the chapter’s contributors ordered in the list?,dc14_sec07_001
Where can I find dates and contact details for the contributors?,dc14_sec07_001
What work did Jason Starck do in June 2000?,dc14_sec07_001
What copyright and license terms apply to Lessons In Electric Circuits?,dc14_sec07_001
How does electric current create a magnetic field around a conductor?,dc15_sec01_001
What is the difference between magnetic field force and magnetic field flux?,dc15_sec01_001
How does magnetic flux compare with electric current and resistance?,dc15_sec01_001
Why are inductors made from wire wound into coils?,dc15_sec01_001
How does increasing the current through an inductor affect its stored energy?,dc15_sec01_001
How does increasing current affect the magnetic field and stored energy in an inductor?,dc15_sec01_002
Why do inductors oppose sudden changes in current?,dc15_sec01_002
What happens to an inductor’s magnetic field when the current is reduced?,dc15_sec01_002
Why would a short-circuited ordinary inductor’s current quickly fade away?,dc15_sec01_002
How do an inductor’s voltage behavior and energy flow differ while charging versus discharging?,dc15_sec01_002
How does an inductor behave when power is first switched on?,dc15_sec01_003
What happens to an inductor’s voltage and current after its magnetic field is fully built?,dc15_sec01_003
How is energy stored in an inductor different from energy stored in a capacitor?,dc15_sec01_003
How does the coil’s core material affect the magnetic field and stored energy?,dc15_sec01_003
"What does inductance measure, and what unit is used for it?",dc15_sec01_003
What mathematical relationship connects an inductor’s voltage to the changing current through it?,dc15_sec02_001
Why does a perfect inductor have zero voltage across it when its current stays constant?,dc15_sec02_001
What do the lowercase symbols v and i represent in the inductor equation?,dc15_sec02_001
What happens to the current when the potentiometer wiper is moved slowly upward?,dc15_sec02_001
How is an inductor’s voltage related to changes in its magnetic flux?,dc15_sec02_001
What happens to the circuit current when the potentiometer wiper is moved upward slowly?,dc15_sec02_002
How is the voltage across an inductor related to the rate at which its current changes?,dc15_sec02_002
Why does an inductor oppose an increase in current through it?,dc15_sec02_002
What changes when the potentiometer wiper is moved downward instead of upward?,dc15_sec02_002
Why does an inductor produce more voltage when its current decreases more quickly?,dc15_sec02_002
How does an inductor’s voltage change when the current increases versus when it decreases?,dc15_sec02_003
Why doesn’t the neon lamp light when the switch is first closed in the 6-volt circuit?,dc15_sec02_003
What causes the inductor to produce a very high voltage when the switch is opened?,dc15_sec02_003
Which polarity does the induced voltage have when the current suddenly drops to zero?,dc15_sec02_003
How much inductance is recommended for producing the strongest effect in this circuit?,dc15_sec02_003
How does adding more wire turns change an inductor’s inductance?,dc15_sec03_001
Why does a larger coil cross-sectional area increase inductance?,dc15_sec03_001
What happens to inductance when the coil is made longer?,dc15_sec03_001
How does the core material’s magnetic permeability affect inductance?,dc15_sec03_001
How can an inductor be designed so its inductance can be adjusted?,dc15_sec03_001
How does the sliding-contact inductor change its connection point along the coil?,dc15_sec03_002
What materials and construction are shown in the older radio inductors?,dc15_sec03_002
Where are the two toroidal inductors located on the circuit board?,dc15_sec03_002
How are surface-mount inductors identified in the photograph?,dc15_sec03_002
Why might an inductor be manufactured in an extremely small package?,dc15_sec03_002
How do you find the total inductance when inductors are connected in series?,dc15_sec04_001
Why is the combined inductance of series inductors greater than each individual inductor?,dc15_sec04_001
What happens to total inductance when inductors are connected in parallel?,dc15_sec04_001
Why does connecting inductors in parallel reduce the overall inductance?,dc15_sec04_001
How are the formulas for combining inductors similar to those used for resistors?,dc15_sec04_001
Why does an inductor have a maximum current rating?,dc15_sec05_001
What makes a real inductor different from an ideal one?,dc15_sec05_001
Why are inductors usually larger than capacitors for storing the same energy?,dc15_sec05_001
When might an inductor be a better choice than a capacitor for energy storage?,dc15_sec05_001
How can nearby inductors interfere with each other on a circuit board?,dc15_sec05_001
Which chapter and volume does this contributor information belong to?,dc15_sec06_001
How are the contributors arranged in the list?,dc15_sec06_001
Who is credited with improving the HTML formatting?,dc15_sec06_001
When did Jason Starck make his contribution?,dc15_sec06_001
Under what license is Lessons In Electric Circuits released?,dc15_sec06_001
What does Chapter 16 cover?,dc16_sec01_001
What is an electrical transient in a DC circuit?,dc16_sec01_001
How do capacitors and inductors behave when a DC voltage suddenly changes?,dc16_sec01_001
Why are resistors different from capacitors and inductors in their response to voltage?,dc16_sec01_001
What role does the resistor play when connected in series with a capacitor or inductor?,dc16_sec01_001
Why does a completely uncharged capacitor initially draw the most current when connected to a voltage source?,dc16_sec02_001
What happens to the capacitor’s voltage and current as it charges?,dc16_sec02_001
Why does a charged capacitor eventually behave like an open circuit?,dc16_sec02_001
"In the 15-volt example, when does the current through the circuit become zero?",dc16_sec02_001
What does it mean to say that the capacitor voltage and current change asymptotically over time?,dc16_sec02_001
How does a capacitor respond immediately after a sudden voltage is applied?,dc16_sec02_002
What does a completely discharged capacitor behave like at the instant voltage is connected?,dc16_sec02_002
What does a capacitor behave like after it has fully charged?,dc16_sec02_002
How do capacitor voltage and current change during charging in an RC circuit?,dc16_sec02_002
Why does the charging process in an RC circuit slow down over time?,dc16_sec02_002
Why does an inductor resist sudden changes in current?,dc16_sec03_001
What happens to an initially unenergized inductor when voltage is first applied?,dc16_sec03_001
How do the inductor’s voltage and current change as time passes in a series RL circuit?,dc16_sec03_001
Why does the inductor eventually behave like a short circuit?,dc16_sec03_001
"In the example circuit, what final current does the inductor approach with a 15-volt battery and 1-ohm resistor?",dc16_sec03_001
"What quantity does a capacitor try to keep unchanged when a circuit switches, and what quantity does an inductor preserve?",dc16_sec04_001
How can you find the starting and eventual values in a transient RC or L/R circuit?,dc16_sec04_001
What are the time-constant formulas for a series RC circuit and a series L/R circuit?,dc16_sec04_001
"What percentage of the total change occurs after one, two, and ten time constants?",dc16_sec04_001
Why do voltage and current approach their final values along exponential curves?,dc16_sec04_001
How do you calculate the time constant for the 10 kΩ and 100 µF RC circuit?,dc16_sec04_002
What capacitor voltage is reached after 7.25 seconds when a 15 V battery charges it from 0 V?,dc16_sec04_002
Why does the current in the RC circuit decrease as time passes?,dc16_sec04_002
What is the RC circuit’s current after the switch has been closed for 7.25 seconds?,dc16_sec04_002
How can the capacitor voltage be used with Ohm’s law to find the circuit current?,dc16_sec04_002
How do you find the time constant of the example L/R circuit?,dc16_sec04_003
Why is the starting current zero when the switch is initially open?,dc16_sec04_003
What current flows through the circuit 3.5 seconds after closing the switch?,dc16_sec04_003
How can you calculate the voltage across the inductor at a particular time?,dc16_sec04_003
What steps does the universal time constant method use for RC and L/R circuits?,dc16_sec04_003
"Why is an RC time constant found by multiplying resistance and capacitance, while an RL time constant uses inductance divided by resistance?",dc16_sec05_001
How does changing resistance affect the speed of discharge in capacitor and inductor circuits?,dc16_sec05_001
"Where does a capacitor store energy, and where does an inductor store energy?",dc16_sec05_001
"What electrical quantity does a capacitor tend to keep steady, and what quantity does an inductor tend to keep steady?",dc16_sec05_001
Why does a low resistance speed up capacitor discharge while a high resistance speeds up inductor discharge?,dc16_sec05_001
How does a cart rolling downhill help explain a capacitor’s discharge through resistance?,dc16_sec05_002
Why does adding more resistance make a capacitive circuit release its energy more slowly?,dc16_sec05_002
How is an inductor’s stored energy compared with a moving cart’s kinetic energy?,dc16_sec05_002
Why does an inductive circuit discharge faster when its resistance is higher?,dc16_sec05_002
What explains the opposite effects of resistance in capacitive and inductive time constants?,dc16_sec05_002
Why is it important to find the inductor’s initial and final current before calculating its voltage?,dc16_sec06_001
What current flows through the inductor before the switch is closed?,dc16_sec06_001
How does shorting the 1 Ω resistor change the circuit’s total resistance and final current?,dc16_sec06_001
"What time constant does the inductor have after the switch is closed, and how is it calculated?",dc16_sec06_001
How does the inductor’s voltage change from the moment the switch closes to a long time afterward?,dc16_sec06_001
How can Thevenin’s Theorem simplify a complicated RC circuit?,dc16_sec07_001
Why is the capacitor temporarily removed when finding the Thevenin equivalent?,dc16_sec07_001
What does the 1.8182-volt load-terminal value represent for the fully charged capacitor?,dc16_sec07_001
How is the time constant found after replacing the original circuit with its Thevenin equivalent?,dc16_sec07_001
What voltage does the capacitor reach after 60 milliseconds in the example?,dc16_sec07_001
How can a complex RC circuit be simplified for time-constant analysis?,dc16_sec07_002
What component is treated as the load when finding a Thevenin equivalent for an RC or L/R circuit?,dc16_sec07_002
What does the Thevenin equivalent circuit contain after the rest of the circuit is reduced?,dc16_sec07_002
How does the capacitor voltage compare between the original circuit and its Thevenin equivalent during the analysis?,dc16_sec07_002
What software is used to demonstrate that the two RC circuits are equivalent?,dc16_sec07_002
How can I calculate how long an RC or L/R circuit takes to reach a target voltage or current?,dc16_sec08_001
"What does the natural logarithm, or ln, do in the time-constant equation?",dc16_sec08_001
How are the universal time-constant formulas rearranged to solve for time?,dc16_sec08_001
"In the example circuit, how long does it take a capacitor to charge from 0 to 12.970 volts?",dc16_sec08_001
What values need to be identified before using the time formula for a charging or discharging circuit?,dc16_sec08_001
Which chapter of the DC volume includes this contributor information?,dc16_sec09_001
What is the purpose of the Contributors section?,dc16_sec09_001
Who is credited with improving the document’s HTML formatting?,dc16_sec09_001
When did Jason Starck contribute to the chapter?,dc16_sec09_001
Under what license is Lessons In Electric Circuits published?,dc16_sec09_001
What does electric current mean in a circuit?,dc2_sec01_001
Why is voltage described in relation to two points?,dc2_sec01_001
How does resistance affect the amount of current flowing?,dc2_sec01_001
"Who were the amp, volt, and ohm named after?",dc2_sec01_001
"Why are the letters I, R, E, and V used for current, resistance, and voltage?",dc2_sec01_001
How are capital and lowercase letters used to represent steady versus instantaneous voltage and current?,dc2_sec01_002
"What does one coulomb measure, and how is it related to the number of electrons?",dc2_sec01_002
How is electric current defined in terms of charge moving through a circuit?,dc2_sec01_002
"What is a volt, and how much energy does a 9-volt battery provide per coulomb?",dc2_sec01_002
"What relationship between voltage, current, and resistance did Georg Ohm discover?",dc2_sec01_002
"How are voltage, current, and resistance connected in Ohm’s Law?",dc2_sec01_003
What formula should I use to find current when voltage and resistance are known?,dc2_sec01_003
How can I calculate resistance if I know the circuit’s voltage and current?,dc2_sec01_003
"What units and letter symbols are used for voltage, current, and resistance?",dc2_sec01_003
How does the E-I-R triangle help with remembering Ohm’s Law formulas?,dc2_sec01_003
"How does the water-pump analogy represent voltage, current, and resistance?",dc2_sec02_001
What happens to current when voltage rises but resistance remains unchanged?,dc2_sec02_001
"If voltage stays constant and resistance increases, how does the current change?",dc2_sec02_001
What happens to the required voltage when current stays steady and resistance decreases?,dc2_sec02_001
"How is Ohm’s Law for electrons different from the relationship between pressure, flow, and resistance in water?",dc2_sec02_001
What does power measure in terms of work and time?,dc2_sec03_001
How is horsepower defined in British units?,dc2_sec03_001
Why don’t engine speed or torque alone tell you an engine’s power?,dc2_sec03_001
How can two engines with the same horsepower differ in speed and torque?,dc2_sec03_001
"What formula relates electrical power to voltage and current, and what unit measures power?",dc2_sec03_001
How do you calculate electrical power from voltage and current?,dc2_sec03_002
Why don’t voltage or current alone tell you how much power a circuit uses?,dc2_sec03_002
What happens to power in an open circuit with voltage but no current?,dc2_sec03_002
Can a circuit have current and still dissipate no power?,dc2_sec03_002
How are horsepower and watts related?,dc2_sec03_002
How do you calculate electrical power when voltage and current are known?,dc2_sec04_001
What power does a 3-ohm lamp use with an 18-volt battery?,dc2_sec04_001
What happens to current and power if the voltage is doubled while resistance stays constant?,dc2_sec04_001
How can power be calculated when only voltage and resistance are available?,dc2_sec04_001
"Who discovered the relationship represented by P = I²R, and what is it called?",dc2_sec04_001
What is the main purpose of a resistor in an electrical circuit?,dc2_sec05_001
How are resistors typically represented in circuit diagrams?,dc2_sec05_001
What does a diagonal arrow through a component symbol indicate?,dc2_sec05_001
How can a variable resistor be physically adjusted?,dc2_sec05_001
"What determines a resistor’s wattage rating, and how does it relate to the component’s size?",dc2_sec05_001
How are resistors identified on a printed circuit board?,dc2_sec05_002
"What are surface-mount resistors, and where are they used in the examples?",dc2_sec05_002
Why might a resistor symbol in a schematic be labeled “load” even when the actual device is something else?,dc2_sec05_002
How can you calculate the resistance of a circuit with 10 volts and 2 amps?,dc2_sec05_002
"What minimum power rating should the resistor have for a 10-volt, 2-amp circuit, and why?",dc2_sec05_002
What resistance is needed for a circuit operating at 10 volts and 2 amps?,dc2_sec05_003
What minimum wattage should the resistor have under those circuit conditions?,dc2_sec05_003
What two ratings are commonly given for resistors?,dc2_sec05_003
Can a resistor’s resistance value be figured out from its physical size?,dc2_sec05_003
What does the term “load” generally mean in an electrical circuit?,dc2_sec05_003
Why does Ohm’s law work well for many ordinary resistors?,dc2_sec06_001
What happens to an incandescent bulb’s resistance as its filament heats up?,dc2_sec06_001
Why doesn’t doubling the voltage always double the current in a real lamp?,dc2_sec06_001
How is a nonlinear circuit different from a linear one on a graph?,dc2_sec06_001
Why does the lamp’s current–voltage curve become flatter at higher voltages?,dc2_sec06_001
Why does a lamp’s resistance increase as its voltage and current rise?,dc2_sec06_002
How does ionization make air conduct electricity across a gap?,dc2_sec06_002
Why does lightning happen as a brief surge instead of a continuous current?,dc2_sec06_002
What happens to solid insulation after it suffers high-voltage breakdown?,dc2_sec06_002
How can high-voltage resistance meters help find damaged wiring insulation?,dc2_sec06_002
How does a varistor’s resistance change when the voltage across it reaches its firing point?,dc2_sec06_003
What makes varistor breakdown different from the breakdown of an ordinary insulator?,dc2_sec06_003
What does negative resistance mean in terms of voltage and current?,dc2_sec06_003
Which electronic components are mentioned as having negative resistance over certain voltage ranges?,dc2_sec06_003
Why is Ohm’s Law not very useful for components whose resistance changes with voltage or current?,dc2_sec06_003
When can the resistance of connecting wires be ignored in a circuit calculation?,dc2_sec07_001
Does changing the length or layout of ideal wires affect a circuit’s behavior?,dc2_sec07_001
What does it mean for two points in a circuit to be electrically common?,dc2_sec07_001
Why is the voltage across the battery equal to the voltage across the resistor in this circuit?,dc2_sec07_001
What voltage should you measure between two points connected directly by wire?,dc2_sec07_001
Why is there almost no voltage difference between two points joined by an ideal wire?,dc2_sec07_002
How does Ohm’s law show that a zero-resistance wire has no voltage drop?,dc2_sec07_002
Why can separate wire segments connecting the same electrical nodes use the same label?,dc2_sec07_002
How can measuring voltage between supposedly common points help identify an open circuit?,dc2_sec07_002
Why might a real wire have a small voltage drop even though circuit analysis treats its resistance as zero?,dc2_sec07_002
Why can circuit wires be made longer or shorter without changing how the circuit works?,dc2_sec07_003
What does it mean when two points in a circuit are electrically common?,dc2_sec07_003
Why is there no voltage difference between points connected by an ideal wire?,dc2_sec07_003
How do measurements between electrically common points compare?,dc2_sec07_003
Why might real wires not follow the ideal zero-resistance assumptions exactly?,dc2_sec07_003
Which way do the electrons move around the circuit shown?,dc2_sec08_001
How are the negative and positive sides of a resistor’s voltage drop identified?,dc2_sec08_001
What polarity does the resistor terminal have where the current enters?,dc2_sec08_001
"Does Ohm’s Law use negative voltage, current, or resistance values to represent polarity?",dc2_sec08_001
Why is it useful to identify voltage-drop polarity in circuits with several resistors or batteries?,dc2_sec08_001
What are the main benefits of using computer simulations when learning or designing electric circuits?,dc2_sec09_001
Why does the text say simulations do not replace building and testing actual circuits?,dc2_sec09_001
How does SPICE represent a circuit and produce its analysis results?,dc2_sec09_001
What must be done before using SPICE to examine a circuit?,dc2_sec09_001
"For the circuit with a 10-volt battery and a 5-ohm resistor, what quantity can SPICE calculate using Ohm’s Law?",dc2_sec09_001
Why does SPICE require circuits to be entered as text instead of using a schematic image?,dc2_sec09_002
How are shared node numbers used to show which parts of a circuit are connected?,dc2_sec09_002
Why must every SPICE circuit include a node labeled 0?,dc2_sec09_002
What kind of program should you use to create a plain-text SPICE input file?,dc2_sec09_002
How is a battery represented in a SPICE description?,dc2_sec09_002
How do you represent a 10-volt DC battery in a SPICE netlist?,dc2_sec09_003
What information does SPICE need to define a resistor?,dc2_sec09_003
Why doesn’t a simulated resistor need a power rating?,dc2_sec09_003
"What is a SPICE circuit description called, and what marks its end?",dc2_sec09_003
How do you save and run a SPICE netlist from a command prompt?,dc2_sec09_003
What happens when you run the SPICE command for a circuit netlist?,dc2_sec09_004
Why does SPICE show the voltage of a node relative to node 0?,dc2_sec09_004
Why is the voltage-source current displayed as negative 2 amps in this example?,dc2_sec09_004
What does SPICE mean by a total power dissipation of “2.00E+01” watts?,dc2_sec09_004
How can SPICE output be redirected to a text file for editing?,dc2_sec09_004
How can SPICE output be cleaned up and saved as plain text for use in another document?,dc2_sec09_005
What file needs to be edited to change a component value in a SPICE simulation?,dc2_sec09_005
What happens to the circuit current when the voltage rises from 10 to 30 volts while resistance stays the same?,dc2_sec09_005
Why does the circuit’s power increase from 20 watts to 180 watts when the voltage is tripled?,dc2_sec09_005
Why is it useful to save the modified circuit simulation under a different filename?,dc2_sec09_005
How does the SPICE `.dc` analysis vary the battery voltage in this example?,dc2_sec09_006
What is the difference between using `.print` and `.plot` in the SPICE netlist?,dc2_sec09_006
Why are the simulated current values one-fifth of the corresponding voltages?,dc2_sec09_006
