question,document
How do I make Pandas stop cutting off long text in a column and show the full content?,641aedbbf5
"In the offline-rag-evaluation notebook, how can I view the complete Explanation column instead of truncated text?",641aedbbf5
What Pandas setting should I change to display the whole LLM judge explanation in a dataframe cell?,641aedbbf5
"Why does Pandas only show part of my text column, and how can I set it to unlimited width?",641aedbbf5
"Is there a quick way to see the full judge output text in Pandas without the ""..."" truncation?",641aedbbf5
How can I normalize a vector stored in a Pandas DataFrame column?,5039707c1a
What’s the easiest way to make each vector in a Pandas Series have unit length?,5039707c1a
How do I use NumPy to normalize vectors inside a DataFrame column?,5039707c1a
Can I apply a function to a column in Pandas to scale vectors by their norm?,5039707c1a
What code do I use to create a new normalized vector column from an existing one in Pandas?,5039707c1a
How do I get the 75th percentile from a Pandas DataFrame column?,b4c8ac5a0c
What’s the easiest way to compute a quantile for a Pandas Series?,b4c8ac5a0c
How can I calculate the 0.75 quantile of one column in pandas?,b4c8ac5a0c
Is there a simple Pandas method to find a column’s percentile value?,b4c8ac5a0c
How do I use pandas to get the percentile/quantile of a DataFrame column?,b4c8ac5a0c
"How do I delete every Docker container from the terminal, even the running ones?",66ccbb7da0
What command removes all Docker images at once?,66ccbb7da0
How can I wipe all Docker volumes using the command line?,66ccbb7da0
"Is there a quick way to clear out all containers, images, and volumes in Docker?",66ccbb7da0
What terminal commands do I use to fully clean Docker before starting over?,66ccbb7da0
"How can I make Streamlit let the user give feedback only once per submitted answer, like just one +1 or -1?",2e729f1271
Why does my `st.session.submitted` keep flipping back to `True` after I click a feedback button?,2e729f1271
"I’m using an ask button and then feedback buttons in Streamlit, but I want the feedback controls disabled until a submission happens—how do I do that?",2e729f1271
What’s the fix for the case where one feedback button is pressed and `st.session.submitted` gets reassigned again even though it should stay changed?,2e729f1271
"In Streamlit session state, how do I stop the submitted flag from being reset when handling user feedback after an ask action?",2e729f1271
"Why does my streamlit app work normally on my machine but fail with docker-compose saying ""exec: streamlit: executable file not found in $PATH""?",e8df9f0d12
What do I need to add or check in my Docker setup if docker-compose can't find the streamlit command inside the container?,e8df9f0d12
How can I fix the OCI runtime error when starting a streamlit app with docker-compose?,e8df9f0d12
"Do I need a Dockerfile for a streamlit app to run properly with docker-compose, and what should I do after creating it?",e8df9f0d12
"What is the right way to rebuild and start a streamlit container when docker-compose throws a ""streamlit not found"" error?",e8df9f0d12
"Is the capstone project supposed to be done in a group, or does each person submit their own project?",0fab61eca2
Can two students work on the same idea if they split it into separate parts for the capstone?,0fab61eca2
"If we collaborate on a bigger system, does each person still need an independent repo and project submission?",0fab61eca2
What happens if my project can’t be graded separately from my teammate’s work?,0fab61eca2
"Am I allowed to discuss and plan the capstone with other students, even though the final project must be individual?",0fab61eca2
"Do I have to turn in two capstone projects, or is one enough?",d5fc98925d
What do attempt 1 and attempt 2 actually mean for the capstone submission?,d5fc98925d
"If my first capstone submission gets rejected, can I fix it and submit again later?",d5fc98925d
"Can I submit two projects just to get more practice, and do they need to be different?",d5fc98925d
What happens if I miss the first submission deadline but still want to do the capstone?,d5fc98925d
Is the competition itself considered the capstone project?,e892d44e42
Can I count the math-kaggle-llm-competition as my capstone?,e892d44e42
"If I join the competition in a team, does that satisfy the capstone requirement?",e892d44e42
What’s the difference between the competition and the capstone project in this course?,e892d44e42
Do I have to do the capstone individually even if I participate in the competition with others?,e892d44e42
How exactly will the capstone project be graded in this course?,9a2e2d2008
"Who reviews my project submission, and how many people will score it?",9a2e2d2008
"Do I also need to review other students’ capstone projects, or is it only my own?",9a2e2d2008
What happens if I skip the peer-grading requirement for the capstone project?,9a2e2d2008
Which score counts as the final result for the project: all reviewers’ grades or something else?,9a2e2d2008
When do project reviews and grading assignments happen after we submit the capstone project?,eae0fb50aa
How are the projects assigned to each participant for reviewing and grading?,eae0fb50aa
Will we get the review assignments before or after the submission deadline?,eae0fb50aa
How many projects will each participant have to grade in the capstone project?,eae0fb50aa
What format will be used to share the assigned projects for review?,eae0fb50aa
"I already turned in my capstone project, but why am I still not able to review other projects?",a8a7fef016
"After the submission deadline ends, do we get to pick which projects to evaluate ourselves?",a8a7fef016
Why can’t I start reviewing projects before the evaluation list is released?,a8a7fef016
"Once submissions are closed, how are projects assigned for peer review in the capstone?",a8a7fef016
"Is there any way to choose specific projects to review, or is it assigned automatically after the deadline?",a8a7fef016
Where can I find project ideas and datasets for the capstone?,e76a70cde3
Is there a page with suggestions for what dataset to use in the project?,e76a70cde3
What should I look at if I need inspiration for my llm-zoomcamp capstone project?,e76a70cde3
"Do you have a link with ideas, datasets, and some guidance for the project?",e76a70cde3
I’m stuck on choosing a dataset — is there a GitHub page with examples or tips?,e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1
"If I build the ingestion pipeline in a Jupyter notebook instead of a script, how many points can I get?",d4f7c08ea1
When would it make sense to use an orchestrator in the capstone project instead of just plain Python?,d4f7c08ea1
Can I get full points for the ingestion pipeline criterion without any orchestration tool?,d4f7c08ea1
"Should I add an orchestrator just to satisfy the capstone rubric, or only if my project really needs it?",d4f7c08ea1
How can I evaluate a recommender-style RAG project when I don't really have any ground-truth Q&A pairs?,9b0e2d6a47
Is there a good way to create synthetic test queries for a retrieval system if I only have item descriptions?,9b0e2d6a47
"For ranking-based RAG/recommender tasks, should I use hit rate or something like NDCG instead?",9b0e2d6a47
What’s a practical way to ask an LLM to judge the quality of end-to-end RAG answers on a fixed rubric?,9b0e2d6a47
"If several items could be considered correct, how do I measure retrieval quality without forcing only one exact answer?",9b0e2d6a47
What's a good way to chunk a huge PDF corpus for a capstone project?,6f2a8b3d10
"Should I start with fixed token chunks, or is there a smarter approach right away?",6f2a8b3d10
Is it worth using an LLM to split docs into sections instead of just slicing by size?,6f2a8b3d10
"For long legal or financial docs, is BM25 + dense search better than only embeddings?",6f2a8b3d10
"What PDF-to-markdown tool would you use before chunking: pymupdf4llm, Docling, or GROBID?",6f2a8b3d10
"What does reproducibility mean for the capstone project, and do reviewers need my API keys?",e5d8a2c761
How should I let a reviewer rebuild the search index from my repo without giving away secrets?,e5d8a2c761
"What do I put in a .env.example file, and should the real .env be committed?",e5d8a2c761
Do I need to use a cheap model in the project so other people can test it without spending much?,e5d8a2c761
"How do I make my project easy to run again later, like which versions or tools should I pin down?",e5d8a2c761
"Can I do the homework and capstone in a language other than Python, like JavaScript or Go?",ea815eb858
Is Python required for every assignment and the final project in LLM Zoomcamp?,ea815eb858
"If I build the project with Rust, Java, or C#, what should I include in the README for reviewers?",ea815eb858
"Will a non-Python stack be accepted, or is Python the safest choice for the course tasks?",ea815eb858
What kind of setup and run instructions do I need to provide if I submit a project in TypeScript or R?,ea815eb858
Where can I look at past LLM Zoomcamp capstone projects?,930286278d
Is there a page with previous project submissions for LLM Zoomcamp?,930286278d
Can I see examples of LLM Zoomcamp projects from 2024 or 2025?,930286278d
Where are the old capstone project repos for LLM Zoomcamp listed?,930286278d
How can I check what kind of LLM Zoomcamp project is expected by looking at earlier submissions?,930286278d
"Do I have to reserve my capstone project idea before I start, or can I just begin working on it?",897a350476
Should I announce my project topic somewhere before doing the capstone?,897a350476
"If I’m unsure whether my project idea is okay, can I ask for feedback in Slack?",897a350476
"Is it fine if my capstone is on the same topic as someone else’s project, or does it need to be unique?",897a350476
Where can I check previous capstone projects to get a sense of the expected scope?,897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,7318a90b14
"Is a web app required for the project, or can I use a CLI or Slack app too?",7318a90b14
Are there any rules about which interface I have to use for the end user?,7318a90b14
"Does the course cover how to make a Telegram, WhatsApp, or other custom interface?",7318a90b14
"If I use a notebook or some other UI for the project, is that okay for evaluation?",7318a90b14
What are some good tools to pull text out of PDFs for a RAG app?,d8b28c47a0
"If my PDF is just scanned pages, what should I use to get the text?",d8b28c47a0
"Is there a recommended library in the course for PDF text extraction, or can I pick any tool?",d8b28c47a0
What do people usually use for OCR on image-based PDFs in a RAG project?,d8b28c47a0
How can I turn PDF documents into clean text or Markdown before chunking them for RAG?,d8b28c47a0
"Can I reuse the workshop stuff in my own capstone project, or is it only for the class?",d850a0e7ea
"Since dlt is open source, does that mean I’m allowed to use it in another Zoomcamp project too?",d850a0e7ea
Is it okay to take the workshop content and apply it directly to my own data project?,d850a0e7ea
"Can I use dlt for something outside this workshop, like an MLOps project?",d850a0e7ea
"If I have questions about using the workshop materials in my project, can I just ask here or should I look somewhere else?",d850a0e7ea
How do I initialize a fresh dlt project for loading data from cloud storage?,6bceeebf04
What command should I run first to create a filesystem-to-duckdb dlt setup?,6bceeebf04
"I want to start a new dlt pipeline from files in cloud, what’s the init command?",6bceeebf04
How can I bootstrap a dlt project that reads from the filesystem and writes to DuckDB?,6bceeebf04
What’s the quickest way to set up dlt for a cloud file ingestion workflow?,6bceeebf04
"Why am I getting `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397
What should I change if my pipeline still says `employee_handbook` even though I want `homework`?,0407213397
"Does this `FileNotFoundError` mean the table is missing, or could it be a naming issue in the pipeline settings?",0407213397
"I renamed the table to `homework`, but `open_table` still fails — what else do I need to update?",0407213397
How do I fix the case where some `employee_handbook` references were not replaced with `homework`?,0407213397
Why am I getting FileNotFoundError: table notion_pages___homework does not exist when I run main() in the dlt workshop?,e95bfafc0e
"In the open-source data ingestion homework, what table name should I use if db says notion_pages___homework is missing?",e95bfafc0e
My code crashes on db.create_table for notion_pages___homework — what should line 3 be instead?,e95bfafc0e
How do I fix the error about table notion_pages___homework not existing in the Notion pages homework?,e95bfafc0e
What’s the correct db.open_table call for the homework if the table can’t be found?,e95bfafc0e
How can I see what tables are in the database?,e394e6f738
Is there a way to list all tables from the db object?,e394e6f738
What method should I use to get the names of every table in the database?,e394e6f738
How do I check which tables already exist in the db?,e394e6f738
Where can I find a list of the database tables in dlt?,e394e6f738
Does dlt already support ClickHouse or StarRocks connectors?,cd19f122f3
Can I use dlt directly with ClickHouse or StarRocks right now?,cd19f122f3
Are there built-in connectors in dlt for ClickHouse and StarRocks?,cd19f122f3
Why doesn't dlt have ClickHouse or StarRocks connectors yet?,cd19f122f3
Is the dlt project open to community-built connectors for ClickHouse or StarRocks?,cd19f122f3
"Why do I get a 401 Unauthorized when the notebook calls the Notion search API, and how can I fix it?",0dfba07ace
My notebook says it has no secret access for api.notion.com/v1/search — is this an API key or permissions problem?,0dfba07ace
What should I check first if Notion API requests in the dlt workshop are failing with Unauthorized?,0dfba07ace
"Could an expired token be the reason my Notion integration stops working, and how do I confirm that?",0dfba07ace
I keep seeing authorization errors with the Notion endpoint in the ingestion notebook — what setup or config am I missing?,0dfba07ace
How do I install the newer requests version from GitHub instead of the old pip package?,4b30b918bc
"My lancedb setup keeps pulling requests 2.28, what command should I run to get 2.32.3?",4b30b918bc
Is there a way to force pip to install requests v2.32.3 directly from the source zip?,4b30b918bc
"I’m getting a 401 Client Error during install, could it be a bad key or access issue?",4b30b918bc
What exact pip command should I use to fix the requests version mismatch for lancedb?,4b30b918bc
